来源表,IP 地址,请求样本数,1级地区码,2级地区名称,ISP名称
G,95.90.243.203,3 ,DE,柏林州,vodafone.de
G,98.52.195.163,3 ,US,伊利诺伊州,comcast.com
G,1.161.95.127,2 ,CN,台湾,cht.com.tw
G,1.168.92.61,2 ,CN,台湾,cht.com.tw
G,1.171.18.150,2 ,CN,台湾,cht.com.tw
G,1.54.91.139,2 ,VN,西宁省,fpt.vn
G,100.35.200.219,2 ,US,新泽西州,verizon.com
G,102.156.90.208,2 ,TN,突尼斯,
G,102.214.165.93,2 ,LY,利比亚,
G,103.118.78.129,2 ,BD,达卡专区,visiontechnologiesltd.com
G,103.125.174.15,2 ,ID,北苏门答腊省,
G,103.133.111.173,2 ,VN,河内市,
G,103.155.184.83,2 ,BD,达卡专区,bclonline.net
G,103.155.184.91,2 ,BD,达卡专区,bclonline.net
G,103.155.184.94,2 ,BD,达卡专区,bclonline.net
G,103.179.188.208,2 ,VN,河内市,inet.vn
G,103.179.70.47,2 ,MY,吉隆坡联邦直辖区,astro.com.my
G,103.224.130.217,2 ,NZ,奥克兰大区,vocus.co.nz
G,103.230.210.194,2 ,BD,拉杰沙希专区,infobd24.net
G,103.59.44.87,2 ,ID,楠榜省,
G,103.66.169.121,2 ,BD,达卡专区,
G,103.66.169.123,2 ,BD,达卡专区,
G,103.66.169.125,2 ,BD,达卡专区,
G,104.28.212.147,2 ,AU,新南威尔士州,cloudflare.com
G,104.28.213.36,2 ,AU,新南威尔士州,cloudflare.com
G,108.228.57.230,2 ,US,伊利诺伊州,att.com
G,108.239.126.136,2 ,US,德克萨斯州,att.com
G,109.151.70.125,2 ,GB,英国,bt.com
G,109.252.2.64,2 ,RU,莫斯科,mgts.ru
G,109.70.100.1,2 ,AT,维也纳州,nextlayer.at
G,110.159.184.145,2 ,MY,霹雳州,tm.com.my
G,111.243.205.140,2 ,CN,台湾,cht.com.tw
G,111.249.162.186,2 ,CN,台湾,cht.com.tw
G,113.103.138.188,2 ,CN,广东,电信
G,113.166.112.101,2 ,VN,广义省,vnpt.vn
G,113.211.208.155,2 ,MY,马来西亚,maxis.com.my
G,113.22.249.245,2 ,VN,胡志明市,fpt.vn
G,113.229.4.70,2 ,CN,辽宁,联通
G,114.43.154.79,2 ,CN,台湾,cht.com.tw
G,114.45.53.190,2 ,CN,台湾,cht.com.tw
G,114.47.67.80,2 ,CN,台湾,cht.com.tw
G,114.96.170.31,2 ,CN,安徽,电信
G,115.132.167.115,2 ,MY,砂拉越州,tm.com.my
G,115.135.28.150,2 ,MY,吉隆坡联邦直辖区,tm.com.my
G,115.147.16.205,2 ,PH,菲律宾,pldt.com
G,115.72.165.130,2 ,VN,巴地头顿省,viettel.com.vn
G,115.76.198.99,2 ,VN,得农省,viettel.com.vn
G,116.100.14.173,2 ,VN,安江省,viettel.com.vn
G,116.100.85.14,2 ,VN,西宁省,viettel.com.vn
G,116.106.166.56,2 ,VN,平阳省,viettel.com.vn
G,116.241.146.124,2 ,CN,台湾,tbc.net.tw
G,116.86.207.105,2 ,SG,新加坡,starhub.com
G,117.57.85.158,2 ,CN,安徽,电信
G,117.86.6.36,2 ,CN,江苏,电信
G,118.113.246.212,2 ,CN,四川,电信
G,118.168.57.244,2 ,CN,台湾,cht.com.tw
G,119.132.40.89,2 ,CN,广东,电信
G,119.132.47.64,2 ,CN,广东,电信
G,122.100.114.150,2 ,CN,台湾,twmbroadband.com
G,122.117.108.133,2 ,CN,台湾,cht.com.tw
G,122.150.244.41,2 ,AU,澳大利亚,dodo.com
G,123.56.168.11,2 ,CN,北京,阿里云/电信/联通/移动/教育网
G,124.218.175.145,2 ,CN,台湾,aptg.com.tw
G,125.63.9.2,2 ,AU,新南威尔士州,superloop.com
G,125.89.47.207,2 ,CN,广东,电信
G,128.14.249.150,2 ,BR,里约热内卢州,zenlayer.com
G,128.14.249.151,2 ,BR,里约热内卢州,zenlayer.com
G,128.14.249.153,2 ,BR,里约热内卢州,zenlayer.com
G,128.14.249.154,2 ,BR,里约热内卢州,zenlayer.com
G,128.14.249.164,2 ,BR,里约热内卢州,zenlayer.com
G,129.122.226.103,2 ,AO,罗安达省,zap.co.ao
G,131.221.99.222,2 ,BR,伯南布哥州,turbonetfibra.com
G,136.0.143.165,2 ,US,加利福尼亚州,egihosting.com
G,136.61.35.67,2 ,US,密苏里州,fiber.google.com
G,138.185.84.8,2 ,BR,亚马孙州,amazonett.com.br
G,138.94.127.159,2 ,BR,圣保罗州,nipcable.com.br
G,14.165.162.9,2 ,VN,得乐省,vnpt.vn
G,14.165.164.134,2 ,VN,得乐省,vnpt.vn
G,14.175.128.162,2 ,VN,得乐省,vnpt.vn
G,14.185.173.91,2 ,VN,广平省,vnpt.vn
G,14.243.101.234,2 ,VN,得乐省,vnpt.vn
G,14.245.234.248,2 ,VN,得乐省,vnpt.vn
G,14.245.237.138,2 ,VN,得乐省,vnpt.vn
G,14.247.0.116,2 ,VN,北江省,vnpt.vn
G,142.111.33.22,2 ,US,加利福尼亚州,egihosting.com
G,145.14.139.216,2 ,DE,巴伐利亚州,terratransit.de
G,145.249.72.212,2 ,SY,叙利亚,
G,145.82.110.87,2 ,SA,沙特阿拉伯,stc.com.sa
G,147.158.183.5,2 ,MY,柔佛州,tm.com.my
G,147.158.53.15,2 ,MY,柔佛州,tm.com.my
G,149.78.59.7,2 ,AR,阿根廷,
G,151.249.235.136,2 ,BY,戈梅利州,alfatelecom.cz
G,157.15.0.164,2 ,,亚太地区,
G,157.15.0.166,2 ,,亚太地区,
G,159.146.51.63,2 ,TR,土耳其,turk.net
G,161.142.139.16,2 ,MY,马来西亚,time.com.my
G,161.142.140.174,2 ,MY,马来西亚,time.com.my
G,161.142.146.124,2 ,MY,马来西亚,time.com.my
G,161.142.151.234,2 ,MY,马来西亚,time.com.my
G,161.142.152.119,2 ,MY,马来西亚,time.com.my
G,161.142.152.135,2 ,MY,马来西亚,time.com.my
G,161.142.154.81,2 ,MY,马来西亚,time.com.my
G,161.142.158.88,2 ,MY,马来西亚,time.com.my
G,162.224.76.152,2 ,US,伊利诺伊州,att.com
G,165.232.95.232,2 ,NL,北荷兰省,digitalocean.com
G,167.172.241.66,2 ,US,新泽西州,digitalocean.com
G,168.0.42.57,2 ,BR,戈亚斯州,
G,168.196.220.9,2 ,BR,伯南布哥州,
G,169.56.21.242,2 ,JP,东京都,softlayer.com
G,171.225.133.145,2 ,VN,宁顺省,viettel.com.vn
G,171.25.193.79,2 ,SE,斯德哥尔摩省,
G,172.72.84.76,2 ,US,北卡罗来纳州,twcc.com
G,173.54.216.122,2 ,US,新泽西州,verizon.com
G,175.136.115.68,2 ,MY,柔佛州,tm.com.my
G,175.136.41.77,2 ,MY,柔佛州,tm.com.my
G,175.136.48.152,2 ,MY,雪兰莪州,tm.com.my
G,175.138.99.237,2 ,MY,槟城州,tm.com.my
G,175.139.20.185,2 ,MY,雪兰莪州,tm.com.my
G,175.140.41.86,2 ,MY,吉隆坡联邦直辖区,tm.com.my
G,175.149.61.148,2 ,CN,辽宁,联通
G,176.223.61.205,2 ,RO,雅洛米察县,rcs-rds.ro
G,176.233.25.228,2 ,TR,土耳其,superonline.net
G,177.10.66.14,2 ,BR,南里奥格兰德州,ciacom.com.br
G,177.105.215.5,2 ,BR,马拉尼昂州,
G,177.107.188.43,2 ,BR,戈亚斯州,brcentral.com.br
G,177.136.4.129,2 ,BR,巴伊亚州,tascom.com.br
G,177.162.24.118,2 ,BR,圣保罗州,telefonica.com
G,177.185.37.174,2 ,BR,米纳斯吉拉斯州,ibitelecom.com.br
G,177.223.36.34,2 ,BR,米纳斯吉拉斯州,vante.com.br
G,177.3.71.109,2 ,BR,巴拉那州,oi.com.br
G,177.47.169.143,2 ,BR,米纳斯吉拉斯州,iconecta.net.br
G,177.54.22.232,2 ,BR,里约热内卢州,imgtelecom.com.br
G,177.73.98.249,2 ,BR,巴拉那州,
G,177.8.54.134,2 ,BR,圣保罗州,webbytelecom.com.br
G,178.175.148.209,2 ,MD,基希讷乌,trabia.com
G,178.233.9.19,2 ,TR,土耳其,turksat.com.tr
G,178.46.63.165,2 ,RU,汉特－曼西自治区,rt.ru
G,179.0.49.1,2 ,BR,里约热内卢州,s3internet.com.br
G,179.108.238.82,2 ,BR,米纳斯吉拉斯州,mgconecta.com.br
G,180.253.185.93,2 ,ID,马鲁古省,telkom.co.id
G,180.74.175.106,2 ,MY,沙巴州,unifi.com.my
G,180.74.64.3,2 ,MY,西马,unifi.com.my
G,180.74.67.49,2 ,MY,西马,unifi.com.my
G,180.74.67.86,2 ,MY,西马,unifi.com.my
G,180.75.240.196,2 ,MY,西马,unifi.com.my
G,180.75.244.37,2 ,MY,西马,unifi.com.my
G,180.75.46.0,2 ,MY,西马,unifi.com.my
G,180.75.46.102,2 ,MY,西马,unifi.com.my
G,181.192.93.138,2 ,BR,南里奥格兰德州,voatelecom.net.br
G,182.233.199.61,2 ,CN,台湾,homeplus.net.tw
G,182.234.87.36,2 ,CN,台湾,homeplus.net.tw
G,183.164.227.128,2 ,CN,安徽,电信
G,183.171.242.59,2 ,MY,沙巴州,celcom.com.my
G,185.108.19.55,2 ,RU,圣彼得堡,vmcity.ru
G,185.126.158.58,2 ,TR,布尔萨省,
G,185.169.3.225,2 ,DE,巴伐利亚州,
G,185.179.153.51,2 ,DE,巴伐利亚州,
G,185.183.179.163,2 ,DE,巴伐利亚州,
G,185.184.202.117,2 ,DE,巴伐利亚州,buechele-networks.de
G,185.184.202.145,2 ,DE,巴伐利亚州,buechele-networks.de
G,185.184.202.7,2 ,DE,巴伐利亚州,buechele-networks.de
G,185.191.107.88,2 ,IT,皮埃蒙特大区,
G,185.217.199.129,2 ,RU,莫斯科,
G,185.220.100.243,2 ,DE,巴伐利亚州,
G,185.220.100.244,2 ,DE,巴伐利亚州,
G,185.220.100.245,2 ,DE,巴伐利亚州,
G,185.220.101.15,2 ,DE,柏林州,
G,185.243.40.56,2 ,JP,大阪府,jwdns.com
G,185.67.82.114,2 ,FI,芬兰,cinia.fi
G,185.92.26.25,2 ,CA,安大略省,falco-networks.com
G,187.183.39.67,2 ,BR,圣保罗州,claro.com.br
G,187.184.4.167,2 ,MX,墨西哥,cablemas.com.mx
G,188.148.163.206,2 ,SE,西约塔兰省,comhem.se
G,188.162.197.103,2 ,RU,俄罗斯,megafon.ru
G,188.214.104.21,2 ,RO,克卢日县,xservers.ro
G,188.83.45.130,2 ,PT,葡萄牙,telecom.pt
G,189.114.214.155,2 ,BR,米纳斯吉拉斯州,telefonica.com
G,189.4.190.63,2 ,BR,圣保罗州,claro.com.br
G,189.47.63.25,2 ,BR,圣保罗州,telefonica.com
G,189.79.209.80,2 ,BR,圣保罗州,telefonica.com
G,189.89.248.23,2 ,BR,帕拉州,pronto.net.br
G,190.131.135.90,2 ,EC,厄瓜多尔,claro.com.ec
G,190.155.34.221,2 ,EC,厄瓜多尔,grupotvcable.com
G,191.17.176.245,2 ,BR,圣保罗州,telefonica.com
G,191.223.136.164,2 ,BR,戈亚斯州,oi.com.br
G,191.240.220.98,2 ,BR,圣卡塔琳娜州,unifique.com.br
G,191.243.132.116,2 ,BR,南里奥格兰德州,infosuporte.com.br
G,192.42.116.194,2 ,NL,北荷兰省,surf.nl
G,194.28.162.12,2 ,RU,特维尔州,
G,195.155.168.212,2 ,TR,土耳其,superonline.net
G,196.74.143.60,2 ,MA,摩洛哥,
G,198.163.193.145,2 ,US,肯塔基州,
G,198.190.3.2,2 ,US,加利福尼亚州,
G,198.98.57.151,2 ,US,纽约州,buyvm.net
G,200.146.248.14,2 ,BR,巴西,algartelecom.com.br
G,200.15.17.113,2 ,BR,圣保罗州,ntt.com
G,200.223.128.201,2 ,BR,巴西,oi.com.br
G,200.69.179.163,2 ,EC,厄瓜多尔,grupotvcable.com
G,201.162.250.150,2 ,MX,墨西哥,telefonica.com
G,201.190.251.86,2 ,AR,阿根廷,
G,201.216.119.127,2 ,BR,圣保罗州,genettelecom.net.br
G,209.141.138.243,2 ,CA,安大略省,ciktel.com
G,210.178.249.204,2 ,KR,京畿道,kt.com
G,212.115.12.98,2 ,TR,土耳其,vodafone.com.tr
G,212.121.235.16,2 ,ES,加泰罗尼亚自治区,altecom.net
G,212.64.199.40,2 ,TR,伊斯坦布尔省,atlas.net.tr
G,213.230.82.109,2 ,UZ,乌兹别克斯坦,uztelecom.uz
G,213.89.119.111,2 ,SE,斯科讷省,comhem.se
G,213.89.6.73,2 ,SE,西约塔兰省,comhem.se
G,217.15.157.140,2 ,RU,雅罗斯拉夫尔州,rt.ru
G,217.74.149.150,2 ,DK,丹麦,telia.dk
G,218.166.134.187,2 ,CN,台湾,cht.com.tw
G,218.166.211.97,2 ,CN,台湾,cht.com.tw
G,218.166.229.28,2 ,CN,台湾,cht.com.tw
G,219.71.57.25,2 ,CN,台湾,homeplus.net.tw
G,219.92.107.8,2 ,MY,雪兰莪州,tm.com.my
G,220.135.168.48,2 ,CN,台湾,cht.com.tw
G,220.143.70.203,2 ,CN,台湾,cht.com.tw
G,222.252.232.152,2 ,VN,得乐省,vnpt.vn
G,23.129.64.144,2 ,US,华盛顿州,
G,24.186.249.50,2 ,US,纽约州,alticeusa.com
G,24.251.233.78,2 ,US,亚利桑那州,cox.com
G,24.253.141.56,2 ,US,弗吉尼亚州,cox.com
G,2404:7ac0:612f:3e86:3f18:299:4f83:c925,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:6169:1903:1f80:4b26:c6c7:ed19,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:61c1:e0f9:2f4d:366:e7d7:2119,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:625a:2dba:f12d:a211:769d:e0d0,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:6267:14b6:5666:8ebd:59a6:374a,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:62b3:9e2e:6f07:1a72:cda7:f723,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:63e0:dd74:fe0a:54db:f094:4f5d,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:6449:3d74:ffdd:21d8:1328:96ba,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:6471:951f:6a66:3bd1:24e:4b5b,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:6496:55e1:9308:adec:68d5:633b,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:651b:7d00:7759:bd95:786c:5180,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:65ab:6500:88d6:e994:37eb:c64f,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:65de:800:2f83:2f7b:f2e9:df81,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:6623:dc06:3dec:e10b:3680:be15,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:6650:f30a:75c4:2f39:f885:63eb,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:665c:ba5b:fc3e:7352:71f8:42c7,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:6704:6141:5096:4860:6ab7:e810,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:67a4:7c89:19ce:e71e:bbc1:f17a,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:67f6:cd79:1ff3:e992:e943:c4a,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:689f:1ac1:66fe:d3de:9293:25df,2 ,,,
G,2404:7ac0:68e7:d87e:ef44:494d:3303:4446,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:6b9d:b42b:206f:1283:1991:9aa9,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:6c30:739e:712c:8eaf:e884:fd7a,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:6c49:77c5:481:41bc:9ece:6892,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:6c5c:a572:7259:2587:fcb:fc8,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:6d08:841:a5ee:ed0f:1b47:d8b0,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:6d34:1352:5a79:84d4:ed5d:b6b3,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:6e53:b8d8:1c70:7a40:c403:c1d8,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:6e60:1348:601a:4a12:abcc:814c,2 ,CA,魁北克省,ovh.com
G,2404:7ac0:6ef7:ed5c:5acc:5734:6f73:9096,2 ,CA,魁北克省,ovh.com
G,2604:980:d005:0:2::c0,2 ,CA,魁北克省,ovh.com
G,27.125.242.224,2 ,MY,马来西亚,u.com.my
G,27.125.249.201,2 ,MY,马来西亚,u.com.my
G,27.52.133.145,2 ,CN,台湾,fetnet.net
G,27.52.166.120,2 ,CN,台湾,fetnet.net
G,27.78.156.157,2 ,VN,胡志明市,viettel.com.vn
G,31.133.12.11,2 ,CZ,赫拉德茨－克拉洛韦州,rtyne.net
G,31.155.137.31,2 ,TR,土耳其,vodafone.com.tr
G,31.206.107.251,2 ,TR,安塔利亚省,vodafone.com.tr
G,31.37.185.225,2 ,FR,上法兰西大区,bouyguestelecom.fr
G,36.233.152.168,2 ,CN,台湾,cht.com.tw
G,36.237.158.141,2 ,CN,台湾,cht.com.tw
G,37.201.194.120,2 ,DE,北莱茵－威斯特法伦州,unitymedia.de
G,37.212.51.211,2 ,BY,格罗德诺州,beltelecom.by
G,37.212.55.80,2 ,BY,格罗德诺州,beltelecom.by
G,37.36.188.2,2 ,KW,科威特,zain.com
G,38.250.215.230,2 ,US,美国,cogentco.com
G,42.112.96.240,2 ,VN,岘港市,fpt.vn
G,42.188.93.168,2 ,MY,霹雳州,tm.com.my
G,45.141.215.21,2 ,PL,马佐夫舍省,
G,45.141.215.90,2 ,PL,马佐夫舍省,
G,45.163.151.166,2 ,BR,圣保罗州,vipbrtelecom.com.br
G,45.171.107.42,2 ,BR,朗多尼亚州,deltaconnex.com.br
G,45.184.194.33,2 ,BR,圣保罗州,
G,45.185.123.158,2 ,BR,米纳斯吉拉斯州,northtelecom.com.br
G,45.187.3.3,2 ,EC,厄瓜多尔,
G,45.198.211.165,2 ,PK,信德省,cloudinnovation.org
G,45.224.249.170,2 ,BR,米纳斯吉拉斯州,multserviceonline.com
G,45.232.24.250,2 ,BR,南里奥格兰德州,teutonet.com.br
G,45.6.226.47,2 ,EC,通古拉瓦省,
G,45.84.107.76,2 ,DE,黑森州,nodion.com
G,45.90.185.102,2 ,GB,伦敦,
G,46.172.212.91,2 ,RU,克里米亚共和国,
G,47.209.217.195,2 ,US,德克萨斯州,suddenlink.com
G,47.230.144.100,2 ,US,美国,charter.com
G,5.59.222.108,2 ,ES,安达卢西亚自治区,coprosys.cz
G,50.20.125.156,2 ,US,内华达州,welink.com
G,51.252.188.188,2 ,SA,沙特阿拉伯,stc.com.sa
G,59.126.252.241,2 ,CN,台湾,cht.com.tw
G,60.234.246.106,2 ,NZ,惠灵顿大区,vocus.co.nz
G,60.50.251.191,2 ,MY,吉隆坡联邦直辖区,tm.com.my
G,60.52.16.189,2 ,MY,雪兰莪州,tm.com.my
G,61.230.18.74,2 ,CN,台湾,cht.com.tw
G,61.64.29.48,2 ,CN,台湾,twmbroadband.com
G,62.216.211.39,2 ,DE,巴伐利亚州,m-net.de
G,65.17.162.80,2 ,US,马萨诸塞州,celd.com
G,67.4.47.112,2 ,US,明尼苏达州,centurylink.com
G,68.1.89.88,2 ,US,佛罗里达州,cox.com
G,70.92.28.172,2 ,US,威斯康星州,twcc.com
G,71.136.143.93,2 ,US,加利福尼亚州,att.com
G,71.163.86.77,2 ,US,弗吉尼亚州,verizon.com
G,71.204.21.232,2 ,US,乔治亚州,comcast.com
G,73.115.67.194,2 ,US,德克萨斯州,comcast.com
G,73.197.113.167,2 ,US,新泽西州,comcast.com
G,73.43.200.62,2 ,US,乔治亚州,comcast.com
G,73.70.191.144,2 ,US,加利福尼亚州,comcast.com
G,74.196.201.102,2 ,US,路易斯安那州,suddenlink.com
G,75.201.169.160,2 ,US,北卡罗来纳州,verizon.com
G,77.99.157.25,2 ,GB,西米德兰兹郡,virginmedia.com
G,78.174.78.237,2 ,TR,卡赫拉曼马拉什省,turktelekom.com.tr
G,78.176.54.96,2 ,TR,阿克萨赖省,turktelekom.com.tr
G,78.185.227.212,2 ,TR,伊兹密尔省,turktelekom.com.tr
G,79.136.183.86,2 ,RU,托木斯克州,domru.ru
G,82.21.68.248,2 ,GB,莱斯特郡,virginmedia.com
G,83.254.148.9,2 ,SE,乌普萨拉省,comhem.se
G,84.17.47.146,2 ,NL,北荷兰省,cdn77.com
G,84.20.89.164,2 ,AL,阿尔巴尼亚,pronet.com.al
G,84.248.161.188,2 ,FI,西南芬兰区,telia.fi
G,84.54.73.50,2 ,UZ,乌兹别克斯坦,uztelecom.uz
G,85.106.192.250,2 ,TR,特拉布宗省,turktelekom.com.tr
G,85.254.137.253,2 ,US,新泽西州,bite.lv
G,85.254.59.53,2 ,US,新泽西州,bite.lv
G,86.186.80.155,2 ,GB,英国,bt.com
G,87.249.132.140,2 ,DE,黑森州,datacamp.co.uk
G,88.123.161.145,2 ,FR,布列塔尼大区,free.fr
G,88.253.81.77,2 ,TR,阿德亚曼省,turktelekom.com.tr
G,88.80.26.3,2 ,SE,斯德哥尔摩省,prq.se
G,89.147.108.90,2 ,IS,冰岛,1984.is
G,89.181.215.15,2 ,PT,葡萄牙,nos.pt
G,89.244.84.11,2 ,DE,北莱茵－威斯特法伦州,versatel.de
G,89.91.218.128,2 ,FR,卢瓦尔河谷大区,bouyguestelecom.fr
G,90.143.16.45,2 ,SE,斯德哥尔摩省,tele2.com
G,90.240.21.134,2 ,GB,英国,vodafone.com
G,91.192.20.101,2 ,RU,莫斯科州,istranet.ru
G,93.123.12.112,2 ,BG,索非亚,neterra.net
G,93.90.77.77,2 ,ES,安达卢西亚自治区,tvcpinospuente.com
G,94.29.1.209,2 ,RU,莫斯科,mgts.ru
G,95.10.148.7,2 ,TR,伊斯坦布尔省,turktelekom.com.tr
G,95.10.206.42,2 ,TR,科加厄利省,turktelekom.com.tr
G,95.10.22.244,2 ,TR,布尔萨省,turktelekom.com.tr
G,95.223.68.192,2 ,DE,北莱茵－威斯特法伦州,unitymedia.de
G,96.49.248.105,2 ,CA,不列颠哥伦比亚省,shaw.ca
G,97.134.54.100,2 ,US,美国,verizon.com
G,98.255.251.99,2 ,US,加利福尼亚州,comcast.com
G,99.250.56.199,2 ,CA,安大略省,rogers.com
G,1.161.119.3,1 ,CN,台湾,cht.com.tw
G,1.161.152.78,1 ,CN,台湾,cht.com.tw
G,1.162.197.120,1 ,CN,台湾,cht.com.tw
G,1.172.169.131,1 ,CN,台湾,cht.com.tw
G,1.174.161.138,1 ,CN,台湾,cht.com.tw
G,1.34.249.204,1 ,CN,台湾,cht.com.tw
G,1.9.55.213,1 ,MY,雪兰莪州,tm.com.my
G,101.14.4.80,1 ,CN,台湾,taiwanmobile.com
G,101.37.23.47,1 ,CN,浙江,阿里云/电信/联通/移动/教育网
G,102.97.189.134,1 ,MA,摩洛哥,
G,103.100.176.100,1 ,AU,澳大利亚,
G,103.105.94.79,1 ,BD,孟加拉,
G,103.109.57.38,1 ,BD,吉大港专区,skynetchowmuhani.com
G,103.126.150.184,1 ,BD,达卡专区,ashulianetwork.net
G,103.130.18.187,1 ,CN,台湾,
G,103.134.58.17,1 ,BD,达卡专区,abibd.com
G,103.140.176.101,1 ,BD,达卡专区,wetube.com.bd
G,103.151.46.25,1 ,PK,旁遮普省,
G,103.155.184.84,1 ,BD,达卡专区,bclonline.net
G,103.155.184.93,1 ,BD,达卡专区,bclonline.net
G,103.168.69.158,1 ,BD,吉大港专区,suchanabd.net
G,103.181.37.226,1 ,IN,马哈拉施特拉邦,
G,103.198.133.53,1 ,BD,达卡专区,
G,103.242.219.142,1 ,BD,孟加拉,summitcommunications.net
G,103.61.124.192,1 ,MY,西马,ytlbroadband.my
G,103.76.241.68,1 ,BD,库尔纳专区,ccnetbd.com
G,103.78.254.218,1 ,BD,达卡专区,
G,103.96.105.195,1 ,BD,达卡专区,xplorenetbd.com
G,104.238.189.151,1 ,FR,法兰西岛大区,choopa.com
G,104.60.22.24,1 ,US,加利福尼亚州,att.com
G,106.64.134.94,1 ,CN,台湾,fetnet.net
G,106.72.208.160,1 ,JP,东京都,jpne.co.jp
G,108.31.65.249,1 ,US,华盛顿,verizon.com
G,110.188.37.91,1 ,CN,四川,电信
G,111.240.66.229,1 ,CN,台湾,cht.com.tw
G,111.246.96.218,1 ,CN,台湾,cht.com.tw
G,113.74.48.215,1 ,CN,广东,电信
G,114.130.188.122,1 ,BD,孟加拉,mango.com.bd
G,114.136.175.207,1 ,CN,台湾,cht.com.tw
G,114.24.150.39,1 ,CN,台湾,cht.com.tw
G,114.27.11.214,1 ,CN,台湾,cht.com.tw
G,114.32.244.67,1 ,CN,台湾,cht.com.tw
G,114.40.211.143,1 ,CN,台湾,cht.com.tw
G,114.40.75.95,1 ,CN,台湾,cht.com.tw
G,114.40.98.177,1 ,CN,台湾,cht.com.tw
G,115.132.61.18,1 ,MY,沙巴州,tm.com.my
G,115.135.24.75,1 ,MY,雪兰莪州,tm.com.my
G,115.135.26.104,1 ,MY,吉隆坡联邦直辖区,tm.com.my
G,115.164.180.69,1 ,MY,马来西亚,digi.com.my
G,115.164.183.94,1 ,MY,马来西亚,digi.com.my
G,115.164.94.135,1 ,MY,马来西亚,digi.com.my
G,115.43.233.176,1 ,CN,台湾,homeplus.net.tw
G,115.72.174.65,1 ,VN,巴地头顿省,viettel.com.vn
G,115.72.193.35,1 ,VN,金瓯省,viettel.com.vn
G,115.72.197.126,1 ,VN,金瓯省,viettel.com.vn
G,115.73.2.189,1 ,VN,胡志明市,viettel.com.vn
G,115.76.201.216,1 ,VN,得农省,viettel.com.vn
G,115.76.30.195,1 ,VN,安江省,viettel.com.vn
G,116.102.242.44,1 ,VN,平阳省,viettel.com.vn
G,116.203.6.40,1 ,DE,巴伐利亚州,hetzner.com
G,116.204.229.27,1 ,BD,孟加拉,
G,116.99.112.151,1 ,VN,庆和省,viettel.com.vn
G,117.57.85.133,1 ,CN,安徽,电信
G,117.57.85.144,1 ,CN,安徽,电信
G,117.86.10.212,1 ,CN,江苏,电信
G,118.101.168.253,1 ,MY,雪兰莪州,tm.com.my
G,118.101.169.233,1 ,MY,雪兰莪州,tm.com.my
G,118.101.232.166,1 ,MY,雪兰莪州,tm.com.my
G,118.232.73.65,1 ,CN,台湾,kbro.com.tw
G,118.233.0.221,1 ,CN,台湾,kbro.com.tw
G,118.71.109.38,1 ,VN,平阳省,fpt.vn
G,119.132.85.232,1 ,CN,广东,电信
G,119.14.166.206,1 ,CN,台湾,homeplus.net.tw
G,119.77.142.242,1 ,CN,台湾,twmbroadband.com
G,12.74.103.100,1 ,US,密苏里州,att.com
G,121.121.56.52,1 ,MY,吉隆坡联邦直辖区,maxis.com.my
G,121.226.81.127,1 ,CN,江苏,电信
G,121.230.8.10,1 ,CN,江苏,电信
G,122.116.153.169,1 ,CN,台湾,cht.com.tw
G,122.121.230.182,1 ,CN,台湾,cht.com.tw
G,122.121.66.32,1 ,CN,台湾,cht.com.tw
G,123.189.115.200,1 ,CN,辽宁,联通
G,123.193.169.103,1 ,CN,台湾,kbro.com.tw
G,123.205.128.87,1 ,CN,台湾,fetnet.net
G,123.241.8.205,1 ,CN,台湾,tbc.net.tw
G,124.155.150.34,1 ,CN,台湾,homeplus.net.tw
G,125.227.163.213,1 ,CN,台湾,cht.com.tw
G,128.14.249.149,1 ,BR,里约热内卢州,zenlayer.com
G,128.14.249.156,1 ,BR,里约热内卢州,zenlayer.com
G,128.14.249.157,1 ,BR,里约热内卢州,zenlayer.com
G,131.255.77.220,1 ,BR,圣埃斯皮里图州,conectmais.com
